H,C,x,y
2.5B,16,0.158,0.271
5B,2,0.2919,0.3102
5B,4,0.2675,0.3005
5B,6,0.246,0.29
5B,8,0.228,0.281
5B,10,0.21,0.272
5B,12,0.191,0.26
5B,14,0.175,0.251
5B,16,0.157,0.241
7.5B,2,0.2937,0.3087
7.5B,4,0.2688,0.2961
7.5B,6,0.247,0.285
7.5B,8,0.228,0.273
7.5B,10,0.211,0.262
7.5B,12,0.194,0.252
10B,2,0.2949,0.3076
10B,4,0.2712,0.2924
10B,6,0.25,0.278
10B,8,0.233,0.265
10B,10,0.216,0.25
2.5PB,2,0.2975,0.3063
2.5PB,4,0.276,0.289
2.5PB,6,0.256,0.272
2.5PB,8,0.239,0.257
2.5PB,10,0.224,0.243
5PB,2,0.2991,0.3057
5PB,4,0.281,0.287
5PB,6,0.262,0.268
5PB,8,0.247,0.252
5PB,10,0.232,0.235
7.5PB,2,0.3015,0.3052
7.5PB,4,0.286,0.285
7.5PB,6,0.271,0.266
7.5PB,8,0.257,0.245
7.5PB,10,0.247,0.227
10PB,2,0.3038,0.3054
10PB,4,0.291,0.285
10PB,6,0.278,0.266
10PB,8,0.267,0.245
10PB,10,0.256,0.226
2.5P,2,0.305,0.3051
2.5P,4,0.2963,0.2865
2.5P,6,0.288,0.268
2.5P,8,0.28,0.249
2.5P,10,0.273,0.23
5P,2,0.3067,0.306
5P,4,0.3003,0.287
5P,6,0.296,0.271
5P,8,0.292,0.253
5P,10,0.286,0.235
5P,12,0.284,0.221
5P,14,0.281,0.208
7.5P,2,0.3107,0.3081
7.5P,4,0.3117,0.2928
7.5P,6,0.312,0.2788
7.5P,8,0.311,0.262
7.5P,10,0.31,0.247
7.5P,12,0.308,0.233
7.5P,14,0.306,0.22
7.5P,16,0.305,0.208
10P,2,0.3128,0.3094
10P,4,0.3176,0.2966
10P,6,0.3218,0.2845
10P,8,0.326,0.27
10P,10,0.33,0.257
10P,12,0.334,0.246
10P,14,0.336,0.235
10P,16,0.339,0.224
2.5RP,2,0.3149,0.3108
2.5RP,4,0.3234,0.301
2.5RP,6,0.3322,0.291
2.5RP,8,0.34,0.28
2.5RP,10,0.349,0.271
2.5RP,12,0.356,0.261
2.5RP,14,0.364,0.251
2.5RP,16,0.371,0.243
5RP,2,0.3172,0.3126
5RP,4,0.3301,0.306
5RP,6,0.3431,0.2988
5RP,8,0.355,0.292
5RP,10,0.368,0.284
5RP,12,0.38,0.276
5RP,14,0.389,0.269
5RP,16,0.4,0.263
7.5RP,2,0.319,0.3141
7.5RP,4,0.335,0.3099
7.5RP,6,0.3512,0.3052
7.5RP,8,0.364,0.3
7.5RP,10,0.382,0.295
7.5RP,12,0.397,0.289
7.5RP,14,0.41,0.284
10RP,2,0.3205,0.3155
10RP,4,0.34,0.314
10RP,6,0.359,0.3118
10RP,8,0.376,0.31
10RP,10,0.394,0.306
10RP,12,0.414,0.302
10RP,14,0.431,0.298
2.5R,2,0.322,0.3168
2.5R,4,0.3445,0.3179
2.5R,6,0.3665,0.3183
2.5R,8,0.384,0.318
2.5R,10,0.406,0.316
2.5R,12,0.429,0.314
2.5R,14,0.448,0.311
5R,2,0.324,0.3188
5R,4,0.3495,0.3226
5R,6,0.3734,0.3256
5R,8,0.395,0.326
5R,10,0.418,0.326
5R,12,0.444,0.325
7.5R,2,0.3263,0.321
7.5R,4,0.3551,0.3283
7.5R,6,0.3812,0.3348
7.5R,8,0.407,0.338
7.5R,10,0.431,0.34
7.5R,12,0.457,0.34
7.5R,14,0.48,0.34
10R,2,0.3284,0.3233
10R,4,0.36,0.3348
10R,6,0.388,0.3439
10R,8,0.416,0.35
10R,10,0.441,0.356
10R,12,0.465,0.361
10R,14,0.49,0.364
10R,16,0.51,0.368
2.5YR,2,0.332,0.3273
2.5YR,4,0.3641,0.3422
2.5YR,6,0.3927,0.355
2.5YR,8,0.422,0.365
2.5YR,10,0.446,0.373
2.5YR,12,0.469,0.38
2.5YR,14,0.492,0.387
2.5YR,16,0.513,0.392
2.5YR,18,0.532,0.396
5YR,2,0.3353,0.3325
5YR,4,0.3668,0.3509
5YR,6,0.3948,0.3659
5YR,8,0.422,0.379
5YR,10,0.448,0.39
5YR,12,0.47,0.4
5YR,14,0.491,0.408
5YR,16,0.51,0.416
5YR,18,0.525,0.421
5YR,20,0.541,0.426
5YR,22,0.55,0.43
5YR,24,0.559,0.433
5YR,26,0.567,0.435
7.5YR,2,0.338,0.3377
7.5YR,4,0.3679,0.3585
7.5YR,6,0.395,0.3763
7.5YR,8,0.422,0.393
7.5YR,10,0.447,0.407
7.5YR,12,0.468,0.418
7.5YR,14,0.486,0.428
7.5YR,16,0.503,0.436
7.5YR,18,0.517,0.444
7.5YR,20,0.529,0.45
7.5YR,22,0.537,0.454
7.5YR,24,0.545,0.459
7.5YR,26,0.553,0.463
10YR,2,0.3392,0.343
10YR,4,0.3677,0.3668
10YR,6,0.3941,0.3877
10YR,8,0.4199,0.4069
10YR,10,0.444,0.424
10YR,12,0.463,0.436
10YR,14,0.48,0.447
10YR,16,0.495,0.455
10YR,18,0.506,0.462
10YR,20,0.516,0.468
10YR,22,0.524,0.473
10YR,24,0.532,0.478
2.5Y,2,0.339,0.3472
2.5Y,4,0.3655,0.3738
2.5Y,6,0.391,0.3972
2.5Y,8,0.4154,0.4186
2.5Y,10,0.437,0.4369
2.5Y,12,0.4569,0.4527
2.5Y,14,0.473,0.465
2.5Y,16,0.486,0.476
2.5Y,18,0.494,0.483
2.5Y,20,0.501,0.488
2.5Y,22,0.509,0.494
2.5Y,24,0.515,0.499
5Y,2,0.3378,0.3504
5Y,4,0.3621,0.3799
5Y,6,0.3858,0.4071
5Y,8,0.408,0.4319
5Y,10,0.4275,0.4529
5Y,12,0.4455,0.4719
5Y,14,0.4602,0.4869
5Y,16,0.4711,0.4977
5Y,18,0.4782,0.5049
5Y,20,0.483,0.5092
5Y,22,0.489,0.515
5Y,24,0.495,0.522
7.5Y,2,0.3365,0.3527
7.5Y,4,0.3591,0.3832
7.5Y,6,0.3811,0.4123
7.5Y,8,0.4019,0.4392
7.5Y,10,0.4201,0.4622
7.5Y,12,0.4369,0.4829
7.5Y,14,0.4503,0.4993
7.5Y,16,0.4595,0.5104
7.5Y,18,0.4663,0.5188
7.5Y,20,0.471,0.523
7.5Y,22,0.476,0.528
